00000000,07.00,080.00,20.00,20
00000001,07.10,081.00,21.00,21
00000002,07.20,082.00,22.00,22
00000003,07.30,083.00,23.00,23
00000004,07.40,084.00,24.00,24
00000005,07.50,085.00,25.00,25
00000006,08.00,086.00,26.00,26
00000007,08.10,087.00,27.00,27
00000008,08.20,088.00,28.00,28
00000009,08.30,089.00,29.00,29
00000010,08.40,090.00,30.00,30
00000011,08.50,091.00,31.00,31
00000012,09.00,092.00,32.00,32
00000013,09.10,093.00,33.00,33
00000014,09.20,094.00,34.00,34
00000015,09.30,095.00,35.00,35
00000016,09.40,096.00,36.00,36
00000017,09.50,097.00,37.00,37
00000018,10.00,098.00,38.00,38
00000019,10.10,099.00,39.00,39
00000020,10.20,100.00,40.00,40
00000021,10.30,101.00,41.00,41
00000022,10.40,102.00,42.00,42
00000023,10.50,103.00,43.00,43
00000024,11.00,104.00,44.00,44
00000025,11.10,105.00,45.00,45
00000026,11.20,106.00,46.00,46
00000027,11.30,107.00,47.00,47
00000028,11.40,108.00,48.00,48
00000029,11.50,109.00,49.00,49
00000030,12.00,110.00,50.00,50
00000031,12.10,111.00,51.00,51
00000032,12.20,112.00,52.00,52
00000033,12.30,113.00,53.00,53
00000034,12.40,114.00,54.00,54
00000035,12.50,115.00,55.00,55
00000036,13.00,116.00,56.00,56
00000037,13.10,117.00,57.00,57
00000038,13.20,118.00,58.00,58
00000039,13.30,119.00,59.00,59
00000040,13.40,120.00,60.00,60
00000041,13.50,121.00,61.00,61
00000042,14.00,122.00,62.00,62
00000043,14.10,123.00,63.00,63
00000044,14.20,124.00,64.00,64
00000045,14.30,125.00,65.00,65
00000046,14.40,126.00,66.00,66
00000047,14.50,127.00,67.00,67
00000048,15.00,128.00,68.00,68
00000049,15.10,129.00,69.00,69
00000050,15.20,130.00,70.00,70
00000051,15.30,131.00,71.00,71
00000052,15.40,132.00,72.00,72
00000053,15.50,133.00,73.00,73
00000054,16.00,134.00,74.00,74
00000055,16.10,135.00,75.00,75
00000056,16.20,136.00,76.00,76
00000057,16.30,137.00,77.00,77
00000058,16.40,138.00,78.00,78
00000059,16.50,139.00,79.00,79
00000060,17.00,140.00,80.00,80
00000061,17.10,141.00,81.00,81
00000062,17.20,142.00,82.00,82
00000063,17.30,143.00,83.00,83
00000064,17.40,144.00,84.00,84
00000065,17.50,145.00,85.00,85
00000066,18.00,146.00,86.00,86
00000067,18.10,147.00,87.00,87
00000068,18.20,148.00,88.00,88
00000069,18.30,149.00,89.00,89
00000070,18.40,150.00,90.00,90
00000071,18.50,151.00,91.00,91
00000072,19.00,152.00,92.00,92
00000073,19.10,153.00,93.00,93
00000074,19.20,154.00,94.00,94
00000075,19.30,155.00,95.00,95
00000076,19.40,156.00,96.00,96
00000077,19.50,157.00,97.00,97
00000078,20.00,158.00,98.00,98
00000079,20.10,159.00,99.00,99
00000080,20.20,160.00,10.00,10
00000002,07.20,082.00,22.00,22
00000003,07.30,083.00,23.00,23
00000004,07.40,084.00,24.00,24
00000005,07.50,085.00,25.00,25
00000006,08.00,086.00,26.00,26
00000007,08.10,087.00,27.00,27
00000008,08.20,088.00,28.00,28
00000009,08.30,089.00,29.00,29
00000010,08.40,090.00,30.00,30
00000011,08.50,091.00,31.00,31
00000012,09.00,092.00,32.00,32
00000013,09.10,093.00,33.00,33
00000014,09.20,094.00,34.00,34
00000015,09.30,095.00,35.00,35
00000016,09.40,096.00,36.00,36
00000017,09.50,097.00,37.00,37
00000018,10.00,098.00,38.00,38
00000019,10.10,099.00,39.00,39
00000020,10.20,100.00,40.00,40
