00000000,07.95,081.43,20.28,27
00000001,07.83,089.64,29.34,26
00000002,07.69,081.43,26.12,29
00000003,09.98,082.60,25.73,30
00000004,07.65,081.98,23.62,21
00000005,07.20,086.51,21.15,20
00000006,07.30,089.96,27.66,26
00000007,08.59,081.16,28.68,22
00000008,09.74,089.55,28.60,29
00000009,07.94,087.41,22.53,20
00000010,07.91,088.82,27.62,25
00000011,07.68,081.04,20.72,23
00000012,08.55,085.47,26.60,20
00000013,09.43,087.83,27.11,24
00000014,08.01,080.96,26.29,28
00000015,07.80,081.31,21.22,20
00000016,09.62,085.98,22.12,26
00000017,08.92,081.23,22.48,27
00000018,08.10,087.30,24.68,25
00000019,07.06,088.07,29.42,30
00000020,07.92,082.56,28.30,27
00000021,09.91,085.79,22.00,29
00000022,08.62,081.53,25.10,26
00000023,07.95,089.18,28.71,20
00000024,07.87,089.04,25.85,21
00000025,08.61,080.71,21.75,24
00000026,09.80,086.08,29.09,27
00000027,08.06,084.93,23.57,20
00000028,08.17,089.25,28.91,29
00000029,08.95,088.39,26.30,30
00000030,08.15,085.38,24.02,26
00000031,09.49,088.47,26.49,26
00000032,09.61,082.66,20.25,21
00000033,07.84,082.32,23.68,28
00000034,07.27,080.34,29.91,21
00000035,09.46,084.68,21.63,29
00000036,08.83,087.39,26.24,20
00000037,09.74,084.56,22.52,26
00000038,07.68,084.84,29.07,27
00000039,08.23,081.91,29.02,29
00000040,09.59,087.18,24.78,29
00000041,08.76,089.32,21.36,29
00000042,07.56,085.26,26.33,20
00000043,07.08,086.42,25.45,25
00000044,08.61,085.51,21.49,28
00000045,07.62,081.41,21.49,23
00000046,08.28,080.02,24.63,28
00000047,07.05,087.00,23.40,21
00000048,09.61,083.11,26.87,25
00000049,09.51,088.31,25.29,21
00000050,07.70,080.12,23.29,23
00000051,09.62,084.84,27.50,20
00000052,07.59,086.38,29.54,24
00000053,08.32,084.81,29.16,24
00000054,07.48,087.92,25.05,29
00000055,09.16,085.10,26.71,21
00000056,08.68,087.97,22.69,20
00000057,07.63,082.10,29.51,27
00000058,09.44,082.35,26.31,27
00000059,09.61,085.27,29.33,28
00000060,07.81,087.58,28.57,30
00000061,07.91,089.85,28.86,20
00000062,09.30,084.59,24.51,20
00000063,08.89,089.07,23.45,26
00000064,07.80,086.67,22.09,26
00000065,07.29,085.98,24.31,30
00000066,09.89,088.91,21.79,29
00000067,09.54,089.50,22.17,23
00000068,07.29,088.33,20.67,27
00000069,08.25,083.58,26.45,29
00000070,08.14,080.10,26.49,26
00000071,07.90,084.45,25.59,28
00000072,07.90,081.41,26.24,29
00000073,08.86,086.41,29.06,26
00000074,09.49,082.89,21.63,29
00000075,09.80,085.40,21.04,25
00000076,08.61,080.30,27.09,25
00000077,07.83,080.34,23.82,27
00000078,09.68,080.10,22.20,28
00000079,07.01,088.40,25.95,22
00000080,08.72,086.41,21.14,20
00000081,07.33,080.48,27.60,21
00000082,08.45,081.48,28.19,27
00000083,07.45,082.12,26.96,29
00000084,08.47,086.81,23.79,23
00000085,08.63,083.52,27.05,21
00000086,07.33,085.79,22.06,23
00000087,07.32,083.84,23.64,22
00000088,09.67,086.67,25.44,30
00000089,08.64,080.98,28.80,27
00000090,09.50,080.86,27.15,25
00000091,08.86,080.48,26.67,23
00000092,08.22,084.74,26.07,24
00000093,09.25,080.47,28.71,23
00000094,07.99,081.65,25.85,29
00000095,09.99,084.49,24.89,22
00000096,09.05,087.19,21.23,26
00000097,09.05,081.35,20.70,29
00000098,07.84,082.93,27.07,23
00000099,08.30,085.27,23.52,22
00000100,07.05,084.15,28.10,22
00000101,07.28,082.94,28.20,29
00000102,09.04,084.26,21.50,24
00000103,08.89,085.16,20.40,29
00000104,08.80,088.60,21.81,30
00000105,09.03,083.36,24.79,23
00000106,08.86,089.07,23.66,20
00000107,08.01,088.45,26.42,29
00000108,07.32,084.35,23.04,28
00000109,08.49,085.62,20.65,25
00000110,07.47,089.71,26.60,25
00000111,07.79,081.15,23.39,26
00000112,08.35,083.10,22.71,30
00000113,07.57,089.54,23.38,22
00000114,07.69,084.37,27.67,26
00000115,09.83,087.54,25.64,24
00000116,09.60,082.53,26.77,25
00000117,09.69,085.29,29.53,28
00000118,08.83,089.19,20.18,26
00000119,09.30,081.38,28.56,24
00000120,08.07,088.03,27.45,21
00000121,09.67,080.67,28.64,24
00000122,09.83,081.54,23.68,21
00000123,09.31,088.58,27.54,23
00000124,08.19,081.95,21.39,30
00000125,08.56,081.12,29.01,23
00000126,08.36,086.94,24.83,27
00000127,08.43,087.89,22.64,23
00000128,07.72,083.11,23.82,21
00000129,07.95,080.79,24.21,26
00000130,09.01,085.85,20.57,21
00000131,07.50,086.94,23.19,21
00000132,07.79,082.76,20.99,29
00000133,07.83,082.52,23.32,27
00000134,08.22,089.26,21.29,21
00000135,08.15,081.12,20.50,22
00000136,09.33,089.13,21.68,24
00000137,09.71,082.17,20.34,28
00000138,08.54,086.61,21.15,29
00000139,08.19,088.96,26.19,29
00000140,09.55,089.10,22.04,30
00000141,07.90,085.54,23.72,25
00000142,07.28,080.77,28.77,26
00000143,08.41,081.75,25.44,25
00000144,07.66,080.54,28.52,23
00000145,08.20,080.56,21.80,23
00000146,07.74,089.61,22.33,22
00000147,08.10,080.76,22.22,20
00000148,07.55,089.36,24.08,27
00000149,09.61,087.00,28.42,25
00000150,09.79,081.36,27.92,20
00000151,09.60,081.07,21.45,29
00000152,08.25,083.24,26.51,28
00000153,08.82,084.31,21.20,29
00000154,08.84,088.97,20.78,20
00000155,09.90,081.22,21.08,21
00000156,09.66,080.19,27.80,24
00000157,09.98,089.23,27.57,28
00000158,07.15,086.31,29.90,30
00000159,09.00,081.81,24.00,26
00000160,07.82,089.51,20.59,29
00000161,07.96,088.88,27.42,22
00000162,08.39,081.62,26.11,26
00000163,07.43,084.61,23.31,25
00000164,09.23,089.55,21.44,22
00000165,07.70,088.68,29.93,30
00000166,09.11,087.92,28.58,26
00000167,09.65,082.04,23.37,23
00000168,08.15,082.09,21.78,23
00000169,08.99,086.64,22.04,20
00000170,09.79,085.80,26.24,22
00000171,07.71,080.59,27.84,24
00000172,07.09,086.54,28.47,29
00000173,07.72,082.42,26.85,26
00000174,08.50,082.92,22.07,22
00000175,08.85,084.44,26.75,29
00000176,07.00,080.11,23.38,22
00000177,08.95,088.05,23.98,30
00000178,07.26,082.83,29.69,23
00000179,08.93,081.51,21.19,20
00000180,09.55,089.71,23.48,22
00000181,09.06,083.08,20.79,21
00000182,07.99,087.93,25.32,21
00000183,09.16,080.38,27.40,23
